# feature	class	assembly	assembly_unit	seq_type	chromosome	genomic_accession	start	end	strand	product_accession	non-redundant_refseq	related_accession	name	symbol	GeneID	locus_tag	feature_interval_length	product_length	attributes
CDS	with_protein	GCF_007714115.1	Primary Assembly	unplaced scaffold		NZ_SMVI01000041.1	4208	5035	+	WP_003486715.1	WP_003486715.1		50S ribosomal protein L2	rplB		E2P69_RS22380	828	275	
gene	protein_coding	GCF_007714115.1	Primary Assembly	unplaced scaffold		NZ_SMVI01000041.1	5042	5311	+					rpsS		E2P69_RS22385	270		old_locus_tag=E2P69_22420
CDS	with_protein	GCF_007714115.1	Primary Assembly	unplaced scaffold		NZ_SMVI01000041.1	5042	5311	+	WP_005917128.1	WP_005917128.1		30S ribosomal protein S19	rpsS		E2P69_RS22385	270	89	
gene	protein_coding	GCF_007714115.1	Primary Assembly	unplaced scaffold		NZ_SMVI01000041.1	5324	5659	+					rplV		E2P69_RS22390	336		old_locus_tag=E2P69_22425
CDS	with_protein	GCF_007714115.1	Primary Assembly	unplaced scaffold		NZ_SMVI01000041.1	5324	5659	+	WP_003486710.1	WP_003486710.1		50S ribosomal protein L22	rplV		E2P69_RS22390	336	111	
gene	protein_coding	GCF_007714115.1	Primary Assembly	unplaced scaffold		NZ_SMVI01000041.1	5677	6411	+					rpsC		E2P69_RS22395	735		old_locus_tag=E2P69_22430
CDS	with_protein	GCF_007714115.1	Primary Assembly	unplaced scaffold		NZ_SMVI01000041.1	5677	6411	+	WP_008571670.1	WP_008571670.1		30S ribosomal protein S3	rpsC		E2P69_RS22395	735	244	
gene	protein_coding	GCF_007714115.1	Primary Assembly	unplaced scaffold		NZ_SMVI01000041.1	6417	6830	+					rplP		E2P69_RS22400	414		old_locus_tag=E2P69_22435
CDS	with_protein	GCF_007714115.1	Primary Assembly	unplaced scaffold		NZ_SMVI01000041.1	6417	6830	+	WP_003486706.1	WP_003486706.1		50S ribosomal protein L16	rplP		E2P69_RS22400	414	137	
gene	protein_coding	GCF_007714115.1	Primary Assembly	unplaced scaffold		NZ_SMVI01000041.1	6830	7015	+					rpmC		E2P69_RS22405	186		old_locus_tag=E2P69_22440
CDS	with_protein	GCF_007714115.1	Primary Assembly	unplaced scaffold		NZ_SMVI01000041.1	6830	7015	+	WP_003486703.1	WP_003486703.1		50S ribosomal protein L29	rpmC		E2P69_RS22405	186	61	
gene	protein_coding	GCF_007714115.1	Primary Assembly	unplaced scaffold		NZ_SMVI01000041.1	7027	7296	+					rpsQ		E2P69_RS22410	270		old_locus_tag=E2P69_22445
CDS	with_protein	GCF_007714115.1	Primary Assembly	unplaced scaffold		NZ_SMVI01000041.1	7027	7296	+	WP_003486701.1	WP_003486701.1		30S ribosomal protein S17	rpsQ		E2P69_RS22410	270	89	
gene	protein_coding	GCF_007714115.1	Primary Assembly	unplaced scaffold		NZ_SMVI01000041.1	7311	7679	+					rplN		E2P69_RS22415	369		old_locus_tag=E2P69_22450
CDS	with_protein	GCF_007714115.1	Primary Assembly	unplaced scaffold		NZ_SMVI01000041.1	7311	7679	+	WP_003486699.1	WP_003486699.1		50S ribosomal protein L14	rplN		E2P69_RS22415	369	122	
gene	protein_coding	GCF_007714115.1	Primary Assembly	unplaced scaffold		NZ_SMVI01000041.1	7695	8012	+					rplX		E2P69_RS22420	318		old_locus_tag=E2P69_22455
CDS	with_protein	GCF_007714115.1	Primary Assembly	unplaced scaffold		NZ_SMVI01000041.1	7695	8012	+	WP_008571669.1	WP_008571669.1		50S ribosomal protein L24	rplX		E2P69_RS22420	318	105	
gene	protein_coding	GCF_007714115.1	Primary Assembly	unplaced scaffold		NZ_SMVI01000041.1	8024	8566	+					rplE		E2P69_RS22425	543		old_locus_tag=E2P69_22460
CDS	with_protein	GCF_007714115.1	Primary Assembly	unplaced scaffold		NZ_SMVI01000041.1	8024	8566	+	WP_008571668.1	WP_008571668.1		50S ribosomal protein L5	rplE		E2P69_RS22425	543	180	
gene	protein_coding	GCF_007714115.1	Primary Assembly	unplaced scaffold		NZ_SMVI01000041.1	8585	8890	+					rpsN		E2P69_RS22430	306		old_locus_tag=E2P69_22465
CDS	with_protein	GCF_007714115.1	Primary Assembly	unplaced scaffold		NZ_SMVI01000041.1	8585	8890	+	WP_008571667.1	WP_008571667.1		30S ribosomal protein S14	rpsN		E2P69_RS22430	306	101	
gene	protein_coding	GCF_007714115.1	Primary Assembly	unplaced scaffold		NZ_SMVI01000041.1	9096	9494	+					rpsH		E2P69_RS22435	399		old_locus_tag=E2P69_22470
CDS	with_protein	GCF_007714115.1	Primary Assembly	unplaced scaffold		NZ_SMVI01000041.1	9096	9494	+	WP_003486688.1	WP_003486688.1		30S ribosomal protein S8	rpsH		E2P69_RS22435	399	132	
gene	protein_coding	GCF_007714115.1	Primary Assembly	unplaced scaffold		NZ_SMVI01000041.1	9510	10037	+					rplF		E2P69_RS22440	528		old_locus_tag=E2P69_22475
CDS	with_protein	GCF_007714115.1	Primary Assembly	unplaced scaffold		NZ_SMVI01000041.1	9510	10037	+	WP_008571666.1	WP_008571666.1		50S ribosomal protein L6	rplF		E2P69_RS22440	528	175	
gene	protein_coding	GCF_007714115.1	Primary Assembly	unplaced scaffold		NZ_SMVI01000041.1	10129	10488	+					rplR		E2P69_RS22445	360		old_locus_tag=E2P69_22480
CDS	with_protein	GCF_007714115.1	Primary Assembly	unplaced scaffold		NZ_SMVI01000041.1	10129	10488	+	WP_003486684.1	WP_003486684.1		50S ribosomal protein L18	rplR		E2P69_RS22445	360	119	
gene	protein_coding	GCF_007714115.1	Primary Assembly	unplaced scaffold		NZ_SMVI01000041.1	10647	11189	+					rpsE		E2P69_RS22450	543		old_locus_tag=E2P69_22485
CDS	with_protein	GCF_007714115.1	Primary Assembly	unplaced scaffold		NZ_SMVI01000041.1	10647	11189	+	WP_003486682.1	WP_003486682.1		30S ribosomal protein S5	rpsE		E2P69_RS22450	543	180	
gene	protein_coding	GCF_007714115.1	Primary Assembly	unplaced scaffold		NZ_SMVI01000041.1	11182	11373	+					rpmD		E2P69_RS22455	192		old_locus_tag=E2P69_22490
CDS	with_protein	GCF_007714115.1	Primary Assembly	unplaced scaffold		NZ_SMVI01000041.1	11182	11373	+	WP_003486678.1	WP_003486678.1		50S ribosomal protein L30	rpmD		E2P69_RS22455	192	63	
gene	protein_coding	GCF_007714115.1	Primary Assembly	unplaced scaffold		NZ_SMVI01000041.1	11378	11821	+					rplO		E2P69_RS22460	444		old_locus_tag=E2P69_22495
CDS	with_protein	GCF_007714115.1	Primary Assembly	unplaced scaffold		NZ_SMVI01000041.1	11378	11821	+	WP_003486676.1	WP_003486676.1		50S ribosomal protein L15	rplO		E2P69_RS22460	444	147	
gene	protein_coding	GCF_007714115.1	Primary Assembly	unplaced scaffold		NZ_SMVI01000041.1	11829	13193	+					secY		E2P69_RS22465	1365		old_locus_tag=E2P69_22500
CDS	with_protein	GCF_007714115.1	Primary Assembly	unplaced scaffold		NZ_SMVI01000041.1	11829	13193	+	WP_008571664.1	WP_008571664.1		preprotein translocase subunit SecY	secY		E2P69_RS22465	1365	454	
gene	protein_coding	GCF_007714115.1	Primary Assembly	unplaced scaffold		NZ_SMVI01000041.1	13526	13882	+					rpsM		E2P69_RS22470	357		old_locus_tag=E2P69_22505
CDS	with_protein	GCF_007714115.1	Primary Assembly	unplaced scaffold		NZ_SMVI01000041.1	13526	13882	+	WP_003486672.1	WP_003486672.1		30S ribosomal protein S13	rpsM		E2P69_RS22470	357	118	
gene	protein_coding	GCF_007714115.1	Primary Assembly	unplaced scaffold		NZ_SMVI01000041.1	13893	14285	+					rpsK		E2P69_RS22475	393		old_locus_tag=E2P69_22510
CDS	with_protein	GCF_007714115.1	Primary Assembly	unplaced scaffold		NZ_SMVI01000041.1	13893	14285	+	WP_003486671.1	WP_003486671.1		30S ribosomal protein S11	rpsK		E2P69_RS22475	393	130	
gene	protein_coding	GCF_007714115.1	Primary Assembly	unplaced scaffold		NZ_SMVI01000041.1	14301	14927	+					rpsD		E2P69_RS22480	627		old_locus_tag=E2P69_22515
CDS	with_protein	GCF_007714115.1	Primary Assembly	unplaced scaffold		NZ_SMVI01000041.1	14301	14927	+	WP_002811641.1	WP_002811641.1		30S ribosomal protein S4	rpsD		E2P69_RS22480	627	208	
gene	protein_coding	GCF_007714115.1	Primary Assembly	unplaced scaffold		NZ_SMVI01000041.1	14981	15979	+					rpoA		E2P69_RS22485	999		old_locus_tag=E2P69_22520
CDS	with_protein	GCF_007714115.1	Primary Assembly	unplaced scaffold		NZ_SMVI01000041.1	14981	15979	+	WP_002811635.1	WP_002811635.1		DNA-directed RNA polymerase subunit alpha	rpoA		E2P69_RS22485	999	332	
gene	protein_coding	GCF_007714115.1	Primary Assembly	unplaced scaffold		NZ_SMVI01000041.1	16133	16516	+					rplQ		E2P69_RS22490	384		old_locus_tag=E2P69_22525
CDS	with_protein	GCF_007714115.1	Primary Assembly	unplaced scaffold		NZ_SMVI01000041.1	16133	16516	+	WP_003486665.1	WP_003486665.1		50S ribosomal protein L17	rplQ		E2P69_RS22490	384	127	
gene	protein_coding	GCF_007714115.1	Primary Assembly	unplaced scaffold		NZ_SMVI01000041.1	16958	17476	+							E2P69_RS22495	519		old_locus_tag=E2P69_22530
CDS	with_protein	GCF_007714115.1	Primary Assembly	unplaced scaffold		NZ_SMVI01000041.1	16958	17476	+	WP_008571663.1	WP_008571663.1		disulfide bond formation protein B			E2P69_RS22495	519	172	
gene	protein_coding	GCF_007714115.1	Primary Assembly	unplaced scaffold		NZ_SMVI01000041.1	17618	17748	-							E2P69_RS22500	131		partial;old_locus_tag=E2P69_22535
CDS	with_protein	GCF_007714115.1	Primary Assembly	unplaced scaffold		NZ_SMVI01000041.1	17618	17748	-	WP_145481375.1	WP_145481375.1		transposase			E2P69_RS22500	131	42	partial
gene	protein_coding	GCF_007714115.1	Primary Assembly	unplaced scaffold		NZ_SMVI01000005.1	550	2166	+							E2P69_RS05875	1617		old_locus_tag=E2P69_05890
CDS	with_protein	GCF_007714115.1	Primary Assembly	unplaced scaffold		NZ_SMVI01000005.1	550	2166	+	WP_008576074.1	WP_008576074.1		alpha-glucosidase			E2P69_RS05875	1617	538	
gene	pseudogene	GCF_007714115.1	Primary Assembly	unplaced scaffold		NZ_SMVI01000005.1	2774	5521	-							E2P69_RS05880	2748		partial;pseudo;old_locus_tag=E2P69_05895
CDS	without_protein	GCF_007714115.1	Primary Assembly	unplaced scaffold		NZ_SMVI01000005.1	2774	5521	-				TonB-dependent receptor			E2P69_RS05880	2748		partial;pseudo
gene	pseudogene	GCF_007714115.1	Primary Assembly	unplaced scaffold		NZ_SMVI01000005.1	5578	5835	+							E2P69_RS05885	258		partial;pseudo;old_locus_tag=E2P69_05900
CDS	without_protein	GCF_007714115.1	Primary Assembly	unplaced scaffold		NZ_SMVI01000005.1	5578	5835	+				hypothetical protein			E2P69_RS05885	258		partial;pseudo
gene	protein_coding	GCF_007714115.1	Primary Assembly	unplaced scaffold		NZ_SMVI01000005.1	5839	7920	-							E2P69_RS05890	2082		old_locus_tag=E2P69_05905
CDS	with_protein	GCF_007714115.1	Primary Assembly	unplaced scaffold		NZ_SMVI01000005.1	5839	7920	-	WP_008576077.1	WP_008576077.1		glycoside hydrolase family 97 protein			E2P69_RS05890	2082	693	
gene	protein_coding	GCF_007714115.1	Primary Assembly	unplaced scaffold		NZ_SMVI01000005.1	8164	10350	+							E2P69_RS05895	2187		old_locus_tag=E2P69_05910
CDS	with_protein	GCF_007714115.1	Primary Assembly	unplaced scaffold		NZ_SMVI01000005.1	8164	10350	+	WP_046931938.1	WP_046931938.1		Six-hairpin glycosidase-like protein			E2P69_RS05895	2187	728	
gene	protein_coding	GCF_007714115.1	Primary Assembly	unplaced scaffold		NZ_SMVI01000005.1	10347	11825	+							E2P69_RS05900	1479		old_locus_tag=E2P69_05915
CDS	with_protein	GCF_007714115.1	Primary Assembly	unplaced scaffold		NZ_SMVI01000005.1	10347	11825	+	WP_008574586.1	WP_008574586.1		MFS transporter			E2P69_RS05900	1479	492	
gene	protein_coding	GCF_007714115.1	Primary Assembly	unplaced scaffold		NZ_SMVI01000005.1	11873	13498	+							E2P69_RS05905	1626		old_locus_tag=E2P69_05920
CDS	with_protein	GCF_007714115.1	Primary Assembly	unplaced scaffold		NZ_SMVI01000005.1	11873	13498	+	WP_033478868.1	WP_033478868.1		cyclomaltodextrin glucanotransferase			E2P69_RS05905	1626	541	
gene	protein_coding	GCF_007714115.1	Primary Assembly	unplaced scaffold		NZ_SMVI01000005.1	13623	14744	-							E2P69_RS05910	1122		old_locus_tag=E2P69_05925
CDS	with_protein	GCF_007714115.1	Primary Assembly	unplaced scaffold		NZ_SMVI01000005.1	13623	14744	-	WP_008574584.1	WP_008574584.1		LacI family DNA-binding transcriptional regulator			E2P69_RS05910	1122	373	
gene	protein_coding	GCF_007714115.1	Primary Assembly	unplaced scaffold		NZ_SMVI01000005.1	15067	16971	+					thrS		E2P69_RS05915	1905		old_locus_tag=E2P69_05930
CDS	with_protein	GCF_007714115.1	Primary Assembly	unplaced scaffold		NZ_SMVI01000005.1	15067	16971	+	WP_008574582.1	WP_008574582.1		threonine--tRNA ligase	thrS		E2P69_RS05915	1905	634	
gene	protein_coding	GCF_007714115.1	Primary Assembly	unplaced scaffold		NZ_SMVI01000005.1	17020	17562	+					infC		E2P69_RS05920	543		old_locus_tag=E2P69_05935
CDS	with_protein	GCF_007714115.1	Primary Assembly	unplaced scaffold		NZ_SMVI01000005.1	17020	17562	+	WP_077708941.1	WP_077708941.1		translation initiation factor IF-3	infC		E2P69_RS05920	543	180	
gene	protein_coding	GCF_007714115.1	Primary Assembly	unplaced scaffold		NZ_SMVI01000005.1	17809	18006	+					rpmI		E2P69_RS05925	198		old_locus_tag=E2P69_05940
CDS	with_protein	GCF_007714115.1	Primary Assembly	unplaced scaffold		NZ_SMVI01000005.1	17809	18006	+	WP_002811096.1	WP_002811096.1		50S ribosomal protein L35	rpmI		E2P69_RS05925	198	65	
gene	protein_coding	GCF_007714115.1	Primary Assembly	unplaced scaffold		NZ_SMVI01000005.1	18017	18376	+					rplT		E2P69_RS05930	360		old_locus_tag=E2P69_05945
CDS	with_protein	GCF_007714115.1	Primary Assembly	unplaced scaffold		NZ_SMVI01000005.1	18017	18376	+	WP_003484828.1	WP_003484828.1		50S ribosomal protein L20	rplT		E2P69_RS05930	360	119	
gene	protein_coding	GCF_007714115.1	Primary Assembly	unplaced scaffold		NZ_SMVI01000005.1	18639	19634	+					pheS		E2P69_RS05935	996		old_locus_tag=E2P69_05950
CDS	with_protein	GCF_007714115.1	Primary Assembly	unplaced scaffold		NZ_SMVI01000005.1	18639	19634	+	WP_008574581.1	WP_008574581.1		phenylalanine--tRNA ligase subunit alpha	pheS		E2P69_RS05935	996	331	
gene	protein_coding	GCF_007714115.1	Primary Assembly	unplaced scaffold		NZ_SMVI01000005.1	19761	22139	+							E2P69_RS05940	2379		old_locus_tag=E2P69_05955
CDS	with_protein	GCF_007714115.1	Primary Assembly	unplaced scaffold		NZ_SMVI01000005.1	19761	22139	+	WP_008574579.1	WP_008574579.1		phenylalanine--tRNA ligase subunit beta			E2P69_RS05940	2379	792	
gene	protein_coding	GCF_007714115.1	Primary Assembly	unplaced scaffold		NZ_SMVI01000005.1	22161	22460	+							E2P69_RS05945	300		old_locus_tag=E2P69_05960
CDS	with_protein	GCF_007714115.1	Primary Assembly	unplaced scaffold		NZ_SMVI01000005.1	22161	22460	+	WP_002811076.1	WP_002811076.1		integration host factor subunit alpha			E2P69_RS05945	300	99	
gene	protein_coding	GCF_007714115.1	Primary Assembly	unplaced scaffold		NZ_SMVI01000005.1	22441	22797	+							E2P69_RS05950	357		old_locus_tag=E2P69_05965
CDS	with_protein	GCF_007714115.1	Primary Assembly	unplaced scaffold		NZ_SMVI01000005.1	22441	22797	+	WP_005995911.1	WP_005995911.1		MerR family transcriptional regulator			E2P69_RS05950	357	118	
gene	tRNA	GCF_007714115.1	Primary Assembly	unplaced scaffold		NZ_SMVI01000005.1	22859	22935	+							E2P69_RS05955	77		old_locus_tag=E2P69_05970
tRNA		GCF_007714115.1	Primary Assembly	unplaced scaffold		NZ_SMVI01000005.1	22859	22935	+				tRNA-Pro			E2P69_RS05955	77		anticodon=GGG
gene	protein_coding	GCF_007714115.1	Primary Assembly	unplaced scaffold		NZ_SMVI01000005.1	23165	23497	-							E2P69_RS22840	333		
CDS	with_protein	GCF_007714115.1	Primary Assembly	unplaced scaffold		NZ_SMVI01000005.1	23165	23497	-	WP_162483012.1	WP_162483012.1		hypothetical protein			E2P69_RS22840	333	110	
gene	protein_coding	GCF_007714115.1	Primary Assembly	unplaced scaffold		NZ_SMVI01000005.1	23406	24104	+							E2P69_RS05960	699		old_locus_tag=E2P69_05975
CDS	with_protein	GCF_007714115.1	Primary Assembly	unplaced scaffold		NZ_SMVI01000005.1	23406	24104	+	WP_005914015.1	WP_005914015.1		polysaccharide export protein			E2P69_RS05960	699	232	
gene	protein_coding	GCF_007714115.1	Primary Assembly	unplaced scaffold		NZ_SMVI01000005.1	24086	25525	+							E2P69_RS05965	1440		old_locus_tag=E2P69_05980
CDS	with_protein	GCF_007714115.1	Primary Assembly	unplaced scaffold		NZ_SMVI01000005.1	24086	25525	+	WP_126952708.1	WP_126952708.1		GumC family protein			E2P69_RS05965	1440	479	
gene	protein_coding	GCF_007714115.1	Primary Assembly	unplaced scaffold		NZ_SMVI01000005.1	25769	27223	+							E2P69_RS05970	1455		old_locus_tag=E2P69_05985
CDS	with_protein	GCF_007714115.1	Primary Assembly	unplaced scaffold		NZ_SMVI01000005.1	25769	27223	+	WP_005920304.1	WP_005920304.1		undecaprenyl-phosphate glucose phosphotransferase			E2P69_RS05970	1455	484	
gene	protein_coding	GCF_007714115.1	Primary Assembly	unplaced scaffold		NZ_SMVI01000005.1	27318	28607	+							E2P69_RS05975	1290		old_locus_tag=E2P69_05990
CDS	with_protein	GCF_007714115.1	Primary Assembly	unplaced scaffold		NZ_SMVI01000005.1	27318	28607	+	WP_050541577.1	WP_050541577.1		hypothetical protein			E2P69_RS05975	1290	429	
gene	protein_coding	GCF_007714115.1	Primary Assembly	unplaced scaffold		NZ_SMVI01000005.1	28604	29698	+							E2P69_RS05980	1095		old_locus_tag=E2P69_05995
CDS	with_protein	GCF_007714115.1	Primary Assembly	unplaced scaffold		NZ_SMVI01000005.1	28604	29698	+	WP_008574566.1	WP_008574566.1		acyltransferase family protein			E2P69_RS05980	1095	364	
gene	protein_coding	GCF_007714115.1	Primary Assembly	unplaced scaffold		NZ_SMVI01000005.1	29712	30800	+							E2P69_RS05985	1089		old_locus_tag=E2P69_06000
CDS	with_protein	GCF_007714115.1	Primary Assembly	unplaced scaffold		NZ_SMVI01000005.1	29712	30800	+	WP_033478866.1	WP_033478866.1		acyltransferase family protein			E2P69_RS05985	1089	362	
gene	protein_coding	GCF_007714115.1	Primary Assembly	unplaced scaffold		NZ_SMVI01000005.1	30865	32007	+							E2P69_RS05990	1143		old_locus_tag=E2P69_06005
CDS	with_protein	GCF_007714115.1	Primary Assembly	unplaced scaffold		NZ_SMVI01000005.1	30865	32007	+	WP_008574563.1	WP_008574563.1		glycosyltransferase family 4 protein			E2P69_RS05990	1143	380	
gene	protein_coding	GCF_007714115.1	Primary Assembly	unplaced scaffold		NZ_SMVI01000005.1	32004	33053	+							E2P69_RS05995	1050		old_locus_tag=E2P69_06010
CDS	with_protein	GCF_007714115.1	Primary Assembly	unplaced scaffold		NZ_SMVI01000005.1	32004	33053	+	WP_033478865.1	WP_033478865.1		glycosyltransferase			E2P69_RS05995	1050	349	
gene	protein_coding	GCF_007714115.1	Primary Assembly	unplaced scaffold		NZ_SMVI01000005.1	33071	34561	+							E2P69_RS06000	1491		old_locus_tag=E2P69_06015
CDS	with_protein	GCF_007714115.1	Primary Assembly	unplaced scaffold		NZ_SMVI01000005.1	33071	34561	+	WP_033478864.1	WP_033478864.1		lipopolysaccharide biosynthesis protein			E2P69_RS06000	1491	496	
gene	protein_coding	GCF_007714115.1	Primary Assembly	unplaced scaffold		NZ_SMVI01000005.1	34625	35821	+							E2P69_RS06005	1197		old_locus_tag=E2P69_06020
CDS	with_protein	GCF_007714115.1	Primary Assembly	unplaced scaffold		NZ_SMVI01000005.1	34625	35821	+	WP_008574558.1	WP_008574558.1		glycosyltransferase			E2P69_RS06005	1197	398	
gene	protein_coding	GCF_007714115.1	Primary Assembly	unplaced scaffold		NZ_SMVI01000005.1	35858	36652	+							E2P69_RS06010	795		old_locus_tag=E2P69_06025
CDS	with_protein	GCF_007714115.1	Primary Assembly	unplaced scaffold		NZ_SMVI01000005.1	35858	36652	+	WP_008574556.1	WP_008574556.1		polysaccharide pyruvyl transferase family protein			E2P69_RS06010	795	264	
gene	protein_coding	GCF_007714115.1	Primary Assembly	unplaced scaffold		NZ_SMVI01000005.1	36657	37451	+							E2P69_RS06015	795		old_locus_tag=E2P69_06030
CDS	with_protein	GCF_007714115.1	Primary Assembly	unplaced scaffold		NZ_SMVI01000005.1	36657	37451	+	WP_008574554.1	WP_008574554.1		WecB/TagA/CpsF family glycosyltransferase			E2P69_RS06015	795	264	
gene	protein_coding	GCF_007714115.1	Primary Assembly	unplaced scaffold		NZ_SMVI01000005.1	37486	37947	+							E2P69_RS06020	462		old_locus_tag=E2P69_06035
CDS	with_protein	GCF_007714115.1	Primary Assembly	unplaced scaffold		NZ_SMVI01000005.1	37486	37947	+	WP_008574552.1	WP_008574552.1		cupin domain-containing protein			E2P69_RS06020	462	153	
gene	protein_coding	GCF_007714115.1	Primary Assembly	unplaced scaffold		NZ_SMVI01000005.1	38039	39055	+							E2P69_RS06025	1017		old_locus_tag=E2P69_06040
CDS	with_protein	GCF_007714115.1	Primary Assembly	unplaced scaffold		NZ_SMVI01000005.1	38039	39055	+	WP_008574549.1	WP_008574549.1		TraB/GumN family protein			E2P69_RS06025	1017	338	
gene	protein_coding	GCF_007714115.1	Primary Assembly	unplaced scaffold		NZ_SMVI01000005.1	39256	40254	+							E2P69_RS06030	999		old_locus_tag=E2P69_06045
CDS	with_protein	GCF_007714115.1	Primary Assembly	unplaced scaffold		NZ_SMVI01000005.1	39256	40254	+	WP_008574546.1	WP_008574546.1		ketoacyl-ACP synthase III			E2P69_RS06030	999	332	
gene	protein_coding	GCF_007714115.1	Primary Assembly	unplaced scaffold		NZ_SMVI01000005.1	40254	41102	+							E2P69_RS06035	849		old_locus_tag=E2P69_06050
CDS	with_protein	GCF_007714115.1	Primary Assembly	unplaced scaffold		NZ_SMVI01000005.1	40254	41102	+	WP_008574545.1	WP_008574545.1		MBL fold metallo-hydrolase			E2P69_RS06035	849	282	
gene	protein_coding	GCF_007714115.1	Primary Assembly	unplaced scaffold		NZ_SMVI01000005.1	41099	42058	+							E2P69_RS06040	960		old_locus_tag=E2P69_06055
CDS	with_protein	GCF_007714115.1	Primary Assembly	unplaced scaffold		NZ_SMVI01000005.1	41099	42058	+	WP_008574543.1	WP_008574543.1		NAD(P)-dependent oxidoreductase			E2P69_RS06040	960	319	
gene	protein_coding	GCF_007714115.1	Primary Assembly	unplaced scaffold		NZ_SMVI01000005.1	42049	43203	+							E2P69_RS06045	1155		old_locus_tag=E2P69_06060
